subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23994
Washington D.C.,twinned administrative body,Maryland,23994
Alabama,shares border with,Washington D.C.,23994
Arizona,shares border with,Washington D.C.,23994
California,shares border with,Washington D.C.,23994
Illinois,shares border with,Washington D.C.,23994
Missouri,shares border with,Washington D.C.,23994
Nevada,shares border with,Washington D.C.,23994
New Jersey,shares border with,Washington D.C.,23994
New York,shares border with,Washington D.C.,23994
Alabama,shares border with,Washington D.C.,23994
Arizona,shares border with,Washington D.C.,23994
California,shares border with,Washington D.C.,23994
Illinois,shares border with,Washington D.C.,23994
Missouri,shares border with,Washington D.C.,23994
Nevada,shares border with,Washington D.C.,23994
New Jersey,shares border with,Washington D.C.,23994
New Mexico,shares border with,Washington D.C.,23994
