subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,19672
Washington D.C.,twinned administrative body,Maryland,19672
Alabama,shares border with,Washington D.C.,19672
Arizona,shares border with,Washington D.C.,19672
California,shares border with,Washington D.C.,19672
Illinois,shares border with,Washington D.C.,19672
Missouri,shares border with,Washington D.C.,19672
Nevada,shares border with,Washington D.C.,19672
New Jersey,shares border with,Washington D.C.,19672
New York,shares border with,Washington D.C.,19672
Alabama,shares border with,Washington D.C.,19672
Arizona,shares border with,Washington D.C.,19672
California,shares border with,Washington D.C.,19672
Illinois,shares border with,Washington D.C.,19672
Missouri,shares border with,Washington D.C.,19672
Nevada,shares border with,Washington D.C.,19672
New Jersey,shares border with,Washington D.C.,19672
New Mexico,shares border with,Washington D.C.,19672
