subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,9741
Washington D.C.,twinned administrative body,Maryland,9741
Alabama,shares border with,Washington D.C.,9741
Arizona,shares border with,Washington D.C.,9741
California,shares border with,Washington D.C.,9741
Illinois,shares border with,Washington D.C.,9741
Missouri,shares border with,Washington D.C.,9741
Nevada,shares border with,Washington D.C.,9741
New Jersey,shares border with,Washington D.C.,9741
New York,shares border with,Washington D.C.,9741
Alabama,shares border with,Washington D.C.,9741
Arizona,shares border with,Washington D.C.,9741
California,shares border with,Washington D.C.,9741
Illinois,shares border with,Washington D.C.,9741
Missouri,shares border with,Washington D.C.,9741
Nevada,shares border with,Washington D.C.,9741
New Jersey,shares border with,Washington D.C.,9741
New Mexico,shares border with,Washington D.C.,9741
