subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,4614
Washington D.C.,twinned administrative body,Maryland,4614
Alabama,shares border with,Washington D.C.,4614
Arizona,shares border with,Washington D.C.,4614
California,shares border with,Washington D.C.,4614
Illinois,shares border with,Washington D.C.,4614
Missouri,shares border with,Washington D.C.,4614
Nevada,shares border with,Washington D.C.,4614
New Jersey,shares border with,Washington D.C.,4614
New York,shares border with,Washington D.C.,4614
Alabama,shares border with,Washington D.C.,4614
Arizona,shares border with,Washington D.C.,4614
California,shares border with,Washington D.C.,4614
Illinois,shares border with,Washington D.C.,4614
Missouri,shares border with,Washington D.C.,4614
Nevada,shares border with,Washington D.C.,4614
New Jersey,shares border with,Washington D.C.,4614
New Mexico,shares border with,Washington D.C.,4614
