text,label,fe_id
22-year-old,DATE,9650
Bloomington,PERSON,9650
last night,TIME,9650
Fontana,GPE,9650
Gary Grossich,PERSON,9650
Monday,DATE,9650
Jurupa Avenue east of,FAC,9650
Pacific,LOC,9650
"San Bernardino

",GPE,9650
County,GPE,9650
Five minutes earlier,TIME,9650
Tamarind Avenue,FAC,9650
Jurupa Avenue,FAC,9650
Sgt,PERSON,9650
Billy Green,PERSON,9650
A few minutes later,TIME,9650
second,ORDINAL,9650
Jurupa Avenue,FAC,9650
Green,PERSON,9650
third,ORDINAL,9650
1998,DATE,9650
Suzuki GSXR,PERSON,9650
Grossich,PERSON,9650
Green,PERSON,9650
