subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,5182
Washington D.C.,twinned administrative body,Maryland,5182
Alabama,shares border with,Washington D.C.,5182
Arizona,shares border with,Washington D.C.,5182
California,shares border with,Washington D.C.,5182
Illinois,shares border with,Washington D.C.,5182
Missouri,shares border with,Washington D.C.,5182
Nevada,shares border with,Washington D.C.,5182
New Jersey,shares border with,Washington D.C.,5182
New York,shares border with,Washington D.C.,5182
Alabama,shares border with,Washington D.C.,5182
Arizona,shares border with,Washington D.C.,5182
California,shares border with,Washington D.C.,5182
Illinois,shares border with,Washington D.C.,5182
Missouri,shares border with,Washington D.C.,5182
Nevada,shares border with,Washington D.C.,5182
New Jersey,shares border with,Washington D.C.,5182
New Mexico,shares border with,Washington D.C.,5182
