subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,25817
Washington D.C.,twinned administrative body,Maryland,25817
Alabama,shares border with,Washington D.C.,25817
Arizona,shares border with,Washington D.C.,25817
California,shares border with,Washington D.C.,25817
Illinois,shares border with,Washington D.C.,25817
Missouri,shares border with,Washington D.C.,25817
Nevada,shares border with,Washington D.C.,25817
New Jersey,shares border with,Washington D.C.,25817
New York,shares border with,Washington D.C.,25817
Alabama,shares border with,Washington D.C.,25817
Arizona,shares border with,Washington D.C.,25817
California,shares border with,Washington D.C.,25817
Illinois,shares border with,Washington D.C.,25817
Missouri,shares border with,Washington D.C.,25817
Nevada,shares border with,Washington D.C.,25817
New Jersey,shares border with,Washington D.C.,25817
New Mexico,shares border with,Washington D.C.,25817
