subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,25877
Washington D.C.,twinned administrative body,Maryland,25877
Alabama,shares border with,Washington D.C.,25877
Arizona,shares border with,Washington D.C.,25877
California,shares border with,Washington D.C.,25877
Illinois,shares border with,Washington D.C.,25877
Missouri,shares border with,Washington D.C.,25877
Nevada,shares border with,Washington D.C.,25877
New Jersey,shares border with,Washington D.C.,25877
New York,shares border with,Washington D.C.,25877
Alabama,shares border with,Washington D.C.,25877
Arizona,shares border with,Washington D.C.,25877
California,shares border with,Washington D.C.,25877
Illinois,shares border with,Washington D.C.,25877
Missouri,shares border with,Washington D.C.,25877
Nevada,shares border with,Washington D.C.,25877
New Jersey,shares border with,Washington D.C.,25877
New Mexico,shares border with,Washington D.C.,25877
