text,label,fe_id
4th,ORDINAL,13682
Fountain,GPE,13682
Monday,DATE,13682
night,TIME,13682
The Office,ORG,13682
Tuesday,DATE,13682
Jonathan D. Clark III,PERSON,13682
25,DATE,13682
late Tuesday night,TIME,13682
Fort Carson,FAC,13682
Clark,PERSON,13682
the Mountain Post,ORG,13682
four years,DATE,13682
June,DATE,13682
Kuwait,GPE,13682
Clark,PERSON,13682
1st,ORDINAL,13682
Armored Brigade Combat Team,ORG,13682
4th Infantry Division,ORG,13682
Germantown,GPE,13682
N.Y.,GPE,13682
just after 5 p.m.,TIME,13682
Monday,DATE,13682
11/11/13,CARDINAL,13682
Crest Drive,ORG,13682
Crest Street,FAC,13682
Fountain,GPE,13682
Bill Elder,PERSON,13682
Fountain,GPE,13682
two,CARDINAL,13682
Clark,PERSON,13682
Memorial Hospital,FAC,13682
two,CARDINAL,13682
Fountain,GPE,13682
Todd Evans,PERSON,13682
Clark,PERSON,13682
Barbara Champion,PERSON,13682
40 years,DATE,13682
Clark,PERSON,13682
