text,label,fe_id
Chesterfield,GPE,29491
nearly 11-hour,TIME,29491
early Thursday,TIME,29491
morning,TIME,29491
17100,DATE,29491
Lansmill Drive,FAC,29491
about 4:15 p.m.,TIME,29491
Wednesday,DATE,29491
Jeffrey D. Kite,PERSON,29491
36,DATE,29491
several hours,TIME,29491
about 9 p.m.,TIME,29491
the next several hours,TIME,29491
3 a.m.,TIME,29491
Thursday,DATE,29491
nearly 11 hours,TIME,29491
Kite,PERSON,29491
the Chesterfield County Police Department,ORG,29491
804-748-1251,CARDINAL,29491
804-748-0660,CARDINAL,29491
P3,NORP,29491
