subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,6345
Washington D.C.,twinned administrative body,Maryland,6345
Alabama,shares border with,Washington D.C.,6345
Arizona,shares border with,Washington D.C.,6345
California,shares border with,Washington D.C.,6345
Illinois,shares border with,Washington D.C.,6345
Missouri,shares border with,Washington D.C.,6345
Nevada,shares border with,Washington D.C.,6345
New Jersey,shares border with,Washington D.C.,6345
New York,shares border with,Washington D.C.,6345
Alabama,shares border with,Washington D.C.,6345
Arizona,shares border with,Washington D.C.,6345
California,shares border with,Washington D.C.,6345
Illinois,shares border with,Washington D.C.,6345
Missouri,shares border with,Washington D.C.,6345
Nevada,shares border with,Washington D.C.,6345
New Jersey,shares border with,Washington D.C.,6345
New Mexico,shares border with,Washington D.C.,6345
