subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,6566
Washington D.C.,twinned administrative body,Maryland,6566
Alabama,shares border with,Washington D.C.,6566
Arizona,shares border with,Washington D.C.,6566
California,shares border with,Washington D.C.,6566
Illinois,shares border with,Washington D.C.,6566
Missouri,shares border with,Washington D.C.,6566
Nevada,shares border with,Washington D.C.,6566
New Jersey,shares border with,Washington D.C.,6566
New York,shares border with,Washington D.C.,6566
Alabama,shares border with,Washington D.C.,6566
Arizona,shares border with,Washington D.C.,6566
California,shares border with,Washington D.C.,6566
Illinois,shares border with,Washington D.C.,6566
Missouri,shares border with,Washington D.C.,6566
Nevada,shares border with,Washington D.C.,6566
New Jersey,shares border with,Washington D.C.,6566
New Mexico,shares border with,Washington D.C.,6566
