subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,27818
Washington D.C.,twinned administrative body,Maryland,27818
Alabama,shares border with,Washington D.C.,27818
Arizona,shares border with,Washington D.C.,27818
California,shares border with,Washington D.C.,27818
Illinois,shares border with,Washington D.C.,27818
Missouri,shares border with,Washington D.C.,27818
Nevada,shares border with,Washington D.C.,27818
New Jersey,shares border with,Washington D.C.,27818
New York,shares border with,Washington D.C.,27818
Alabama,shares border with,Washington D.C.,27818
Arizona,shares border with,Washington D.C.,27818
California,shares border with,Washington D.C.,27818
Illinois,shares border with,Washington D.C.,27818
Missouri,shares border with,Washington D.C.,27818
Nevada,shares border with,Washington D.C.,27818
New Jersey,shares border with,Washington D.C.,27818
New Mexico,shares border with,Washington D.C.,27818
