subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,29462
Washington D.C.,twinned administrative body,Maryland,29462
Alabama,shares border with,Washington D.C.,29462
Arizona,shares border with,Washington D.C.,29462
California,shares border with,Washington D.C.,29462
Illinois,shares border with,Washington D.C.,29462
Missouri,shares border with,Washington D.C.,29462
Nevada,shares border with,Washington D.C.,29462
New Jersey,shares border with,Washington D.C.,29462
New York,shares border with,Washington D.C.,29462
Alabama,shares border with,Washington D.C.,29462
Arizona,shares border with,Washington D.C.,29462
California,shares border with,Washington D.C.,29462
Illinois,shares border with,Washington D.C.,29462
Missouri,shares border with,Washington D.C.,29462
Nevada,shares border with,Washington D.C.,29462
New Jersey,shares border with,Washington D.C.,29462
New Mexico,shares border with,Washington D.C.,29462
