subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,7552
Washington D.C.,twinned administrative body,Maryland,7552
Alabama,shares border with,Washington D.C.,7552
Arizona,shares border with,Washington D.C.,7552
California,shares border with,Washington D.C.,7552
Illinois,shares border with,Washington D.C.,7552
Missouri,shares border with,Washington D.C.,7552
Nevada,shares border with,Washington D.C.,7552
New Jersey,shares border with,Washington D.C.,7552
New York,shares border with,Washington D.C.,7552
Alabama,shares border with,Washington D.C.,7552
Arizona,shares border with,Washington D.C.,7552
California,shares border with,Washington D.C.,7552
Illinois,shares border with,Washington D.C.,7552
Missouri,shares border with,Washington D.C.,7552
Nevada,shares border with,Washington D.C.,7552
New Jersey,shares border with,Washington D.C.,7552
New Mexico,shares border with,Washington D.C.,7552
