subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23197
Washington D.C.,twinned administrative body,Maryland,23197
Alabama,shares border with,Washington D.C.,23197
Arizona,shares border with,Washington D.C.,23197
California,shares border with,Washington D.C.,23197
Illinois,shares border with,Washington D.C.,23197
Missouri,shares border with,Washington D.C.,23197
Nevada,shares border with,Washington D.C.,23197
New Jersey,shares border with,Washington D.C.,23197
New York,shares border with,Washington D.C.,23197
Alabama,shares border with,Washington D.C.,23197
Arizona,shares border with,Washington D.C.,23197
California,shares border with,Washington D.C.,23197
Illinois,shares border with,Washington D.C.,23197
Missouri,shares border with,Washington D.C.,23197
Nevada,shares border with,Washington D.C.,23197
New Jersey,shares border with,Washington D.C.,23197
New Mexico,shares border with,Washington D.C.,23197
