subject,predicate,object,fe_id
New York City,contains administrative territorial entity,the Bronx,6500
New York City,contains administrative territorial entity,Manhattan,6500
the Bronx,located in the administrative territorial entity,New York City,6500
Manhattan,located in the administrative territorial entity,New York City,6500
4 train,located in the administrative territorial entity,New York City,6500
New York City,contains administrative territorial entity,the Bronx,6500
New York City,contains administrative territorial entity,Manhattan,6500
the Bronx,located in the administrative territorial entity,New York City,6500
Manhattan,located in the administrative territorial entity,New York City,6500
New York City,contains administrative territorial entity,the Bronx,6500
New York City,contains administrative territorial entity,Manhattan,6500
the Bronx,located in the administrative territorial entity,New York City,6500
the Bronx,shares border with,Manhattan,6500
Manhattan,located in the administrative territorial entity,New York City,6500
Manhattan,shares border with,the Bronx,6500
