subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,31010
Washington D.C.,twinned administrative body,Maryland,31010
Alabama,shares border with,Washington D.C.,31010
Arizona,shares border with,Washington D.C.,31010
California,shares border with,Washington D.C.,31010
Illinois,shares border with,Washington D.C.,31010
Missouri,shares border with,Washington D.C.,31010
Nevada,shares border with,Washington D.C.,31010
New Jersey,shares border with,Washington D.C.,31010
New York,shares border with,Washington D.C.,31010
Alabama,shares border with,Washington D.C.,31010
Arizona,shares border with,Washington D.C.,31010
California,shares border with,Washington D.C.,31010
Illinois,shares border with,Washington D.C.,31010
Missouri,shares border with,Washington D.C.,31010
Nevada,shares border with,Washington D.C.,31010
New Jersey,shares border with,Washington D.C.,31010
New Mexico,shares border with,Washington D.C.,31010
