text,label,fe_id
24-year-old,DATE,29503
Lawton,GPE,29503
OSBI,ORG,29503
Oklahoma State Bureau of Investigation,ORG,29503
Lawton,GPE,29503
Early Sunday morning,TIME,29503
Lawton,GPE,29503
the Lavish Lounge,ORG,29503
Southwest 11th Street,LOC,29503
Southwest Park Avenue,FAC,29503
OSBI,ORG,29503
at least one,CARDINAL,29503
OSBI,ORG,29503
24-year-old,DATE,29503
Zonterious Johnson,PERSON,29503
Johnson,PERSON,29503
Oklahoma State Bureau of Investigation,ORG,29503
Lawton,GPE,29503
Early Sunday,DATE,29503
morning,TIME,29503
Lawton,GPE,29503
the Lavish Lounge,ORG,29503
Southwest 11th Street,LOC,29503
Southwest Park Avenue,FAC,29503
OSBI,ORG,29503
at least one,CARDINAL,29503
OSBI,ORG,29503
24-year-old,DATE,29503
Zonterious Johnson,PERSON,29503
Johnson,PERSON,29503
