subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,30029
Washington D.C.,twinned administrative body,Maryland,30029
Alabama,shares border with,Washington D.C.,30029
Arizona,shares border with,Washington D.C.,30029
California,shares border with,Washington D.C.,30029
Illinois,shares border with,Washington D.C.,30029
Missouri,shares border with,Washington D.C.,30029
Nevada,shares border with,Washington D.C.,30029
New Jersey,shares border with,Washington D.C.,30029
New York,shares border with,Washington D.C.,30029
Alabama,shares border with,Washington D.C.,30029
Arizona,shares border with,Washington D.C.,30029
California,shares border with,Washington D.C.,30029
Illinois,shares border with,Washington D.C.,30029
Missouri,shares border with,Washington D.C.,30029
Nevada,shares border with,Washington D.C.,30029
New Jersey,shares border with,Washington D.C.,30029
New Mexico,shares border with,Washington D.C.,30029
