subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,25062
Washington D.C.,twinned administrative body,Maryland,25062
Alabama,shares border with,Washington D.C.,25062
Arizona,shares border with,Washington D.C.,25062
California,shares border with,Washington D.C.,25062
Illinois,shares border with,Washington D.C.,25062
Missouri,shares border with,Washington D.C.,25062
Nevada,shares border with,Washington D.C.,25062
New Jersey,shares border with,Washington D.C.,25062
New York,shares border with,Washington D.C.,25062
Alabama,shares border with,Washington D.C.,25062
Arizona,shares border with,Washington D.C.,25062
California,shares border with,Washington D.C.,25062
Illinois,shares border with,Washington D.C.,25062
Missouri,shares border with,Washington D.C.,25062
Nevada,shares border with,Washington D.C.,25062
New Jersey,shares border with,Washington D.C.,25062
New Mexico,shares border with,Washington D.C.,25062
