text,label,fe_id
MILPITAS,PERSON,29508
San Jose,GPE,29508
seven-year-old,DATE,29508
the Milpitas Police Department,ORG,29508
Kristalinna Pacheco,PERSON,29508
36,DATE,29508
Pacheco,ORG,29508
Santa Clara County,GPE,29508
San Jose,GPE,29508
2015,DATE,29508
White Lexus,EVENT,29508
R35,PRODUCT,29508
Oakland Road,FAC,29508
San Jose,GPE,29508
January 2,DATE,29508
the Shoe Palace,ORG,29508
Bascom Avenue,FAC,29508
San Carlos Street,GPE,29508
January 18,DATE,29508
Monday,DATE,29508
afternoon,TIME,29508
Milpitas,GPE,29508
E. Calaveras Boulevard,LOC,29508
N. Park Victoria Drive,FAC,29508
Milpitas,GPE,29508
Tyler Jamison,PERSON,29508
N. Park Victoria,FAC,29508
Kennedy Drives,PERSON,29508
Lexus,ORG,29508
three,CARDINAL,29508
Milpitas,GPE,29508
first,ORDINAL,29508
first,ORDINAL,29508
7-year-old,DATE,29508
Jamison,ORG,29508
Haolan Chen,PERSON,29508
Merryhill Elementary,PERSON,29508
Pacheco,ORG,29508
N. Park Victoria Dr.,FAC,29508
Nicklaus Avenue,PERSON,29508
Lexus,ORG,29508
Pacheco,ORG,29508
Pacheco,ORG,29508
Lexus,ORG,29508
today,DATE,29508
Newark,GPE,29508
Milpitas,GPE,29508
Milpitas,GPE,29508
Milpitas,GPE,29508
408,CARDINAL,29508
586-2400,CARDINAL,29508
the Crime Tip Hotline,ORG,29508
408,CARDINAL,29508
586,CARDINAL,29508
http://www.ci.milpitas.ca.gov/crimetip,ORG,29508
