subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,20719
Washington D.C.,twinned administrative body,Maryland,20719
Alabama,shares border with,Washington D.C.,20719
Arizona,shares border with,Washington D.C.,20719
California,shares border with,Washington D.C.,20719
Illinois,shares border with,Washington D.C.,20719
Missouri,shares border with,Washington D.C.,20719
Nevada,shares border with,Washington D.C.,20719
New Jersey,shares border with,Washington D.C.,20719
New York,shares border with,Washington D.C.,20719
Alabama,shares border with,Washington D.C.,20719
Arizona,shares border with,Washington D.C.,20719
California,shares border with,Washington D.C.,20719
Illinois,shares border with,Washington D.C.,20719
Missouri,shares border with,Washington D.C.,20719
Nevada,shares border with,Washington D.C.,20719
New Jersey,shares border with,Washington D.C.,20719
New Mexico,shares border with,Washington D.C.,20719
