subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,3179
Washington D.C.,twinned administrative body,Maryland,3179
Alabama,shares border with,Washington D.C.,3179
Arizona,shares border with,Washington D.C.,3179
California,shares border with,Washington D.C.,3179
Illinois,shares border with,Washington D.C.,3179
Missouri,shares border with,Washington D.C.,3179
Nevada,shares border with,Washington D.C.,3179
New Jersey,shares border with,Washington D.C.,3179
New York,shares border with,Washington D.C.,3179
Alabama,shares border with,Washington D.C.,3179
Arizona,shares border with,Washington D.C.,3179
California,shares border with,Washington D.C.,3179
Illinois,shares border with,Washington D.C.,3179
Missouri,shares border with,Washington D.C.,3179
Nevada,shares border with,Washington D.C.,3179
New Jersey,shares border with,Washington D.C.,3179
New Mexico,shares border with,Washington D.C.,3179
