text,label,fe_id
the Las Vegas Metropolitan Police Department,ORG,17461
three,CARDINAL,17461
one,CARDINAL,17461
one,CARDINAL,17461
40-year-old,DATE,17461
Robert Adams,PERSON,17461
Clark County,GPE,17461
Approximately 150 yards,QUANTITY,17461
7:58 p.m.,TIME,17461
Walmart,ORG,17461
Tropicana Avenue,FAC,17461
Mojave Road,WORK_OF_ART,17461
Metro,FAC,17461
Tropicana & Pecos Posted,ORG,17461
Bryan Callahan,PERSON,17461
"Friday, March 25, 2016",DATE,17461
One,CARDINAL,17461
@KTNV,ORG,17461
Bryan Callahan,PERSON,17461
"March 26, 2016

",DATE,17461
@LVMPD,ORG,17461
@KTNV — Bryan Callahan,PERSON,17461
"March 26, 2016",DATE,17461
