subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,12660
Washington D.C.,twinned administrative body,Maryland,12660
Alabama,shares border with,Washington D.C.,12660
Arizona,shares border with,Washington D.C.,12660
California,shares border with,Washington D.C.,12660
Illinois,shares border with,Washington D.C.,12660
Missouri,shares border with,Washington D.C.,12660
Nevada,shares border with,Washington D.C.,12660
New Jersey,shares border with,Washington D.C.,12660
New York,shares border with,Washington D.C.,12660
Alabama,shares border with,Washington D.C.,12660
Arizona,shares border with,Washington D.C.,12660
California,shares border with,Washington D.C.,12660
Illinois,shares border with,Washington D.C.,12660
Missouri,shares border with,Washington D.C.,12660
Nevada,shares border with,Washington D.C.,12660
New Jersey,shares border with,Washington D.C.,12660
New Mexico,shares border with,Washington D.C.,12660
