subject,predicate,object,fe_id
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,place of death,"Austin, Texas",4294
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,place of death,"Austin, Texas",4294
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,date of death,"June 9, 2005",4294
Daniel Rocha,date of death,"June 9, 2005",4294
