subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,29172
Washington D.C.,twinned administrative body,Maryland,29172
Alabama,shares border with,Washington D.C.,29172
Arizona,shares border with,Washington D.C.,29172
California,shares border with,Washington D.C.,29172
Illinois,shares border with,Washington D.C.,29172
Missouri,shares border with,Washington D.C.,29172
Nevada,shares border with,Washington D.C.,29172
New Jersey,shares border with,Washington D.C.,29172
New York,shares border with,Washington D.C.,29172
Alabama,shares border with,Washington D.C.,29172
Arizona,shares border with,Washington D.C.,29172
California,shares border with,Washington D.C.,29172
Illinois,shares border with,Washington D.C.,29172
Missouri,shares border with,Washington D.C.,29172
Nevada,shares border with,Washington D.C.,29172
New Jersey,shares border with,Washington D.C.,29172
New Mexico,shares border with,Washington D.C.,29172
