subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,15810
Washington D.C.,twinned administrative body,Maryland,15810
Alabama,shares border with,Washington D.C.,15810
Arizona,shares border with,Washington D.C.,15810
California,shares border with,Washington D.C.,15810
Illinois,shares border with,Washington D.C.,15810
Missouri,shares border with,Washington D.C.,15810
Nevada,shares border with,Washington D.C.,15810
New Jersey,shares border with,Washington D.C.,15810
New York,shares border with,Washington D.C.,15810
Alabama,shares border with,Washington D.C.,15810
Arizona,shares border with,Washington D.C.,15810
California,shares border with,Washington D.C.,15810
Illinois,shares border with,Washington D.C.,15810
Missouri,shares border with,Washington D.C.,15810
Nevada,shares border with,Washington D.C.,15810
New Jersey,shares border with,Washington D.C.,15810
New Mexico,shares border with,Washington D.C.,15810
