subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14785
Washington D.C.,twinned administrative body,Maryland,14785
Alabama,shares border with,Washington D.C.,14785
Arizona,shares border with,Washington D.C.,14785
California,shares border with,Washington D.C.,14785
Illinois,shares border with,Washington D.C.,14785
Missouri,shares border with,Washington D.C.,14785
Nevada,shares border with,Washington D.C.,14785
New Jersey,shares border with,Washington D.C.,14785
New York,shares border with,Washington D.C.,14785
Alabama,shares border with,Washington D.C.,14785
Arizona,shares border with,Washington D.C.,14785
California,shares border with,Washington D.C.,14785
Illinois,shares border with,Washington D.C.,14785
Missouri,shares border with,Washington D.C.,14785
Nevada,shares border with,Washington D.C.,14785
New Jersey,shares border with,Washington D.C.,14785
New Mexico,shares border with,Washington D.C.,14785
