text,label,fe_id
LAREDO,ORG,30028
Tex.,GPE,30028
KGNS,ORG,30028
Zapata,PERSON,30028
one,CARDINAL,30028
KGNS,ORG,30028
the weekend,DATE,30028
Angel Degollado,PERSON,30028
Angel,PERSON,30028
this weekend,DATE,30028
the Zapata Sheriff’s Office,ORG,30028
Sunday,DATE,30028
million,CARDINAL,30028
one,CARDINAL,30028
Esmeralda Jaime,PERSON,30028
Angel Degollado,FAC,30028
Sunday morning,TIME,30028
Angel,PERSON,30028
Saturday,DATE,30028
night,TIME,30028
the next day,DATE,30028
Esmeralda,ORG,30028
Angel,PERSON,30028
Esmeralda,ORG,30028
the Zapata Sheriff’s Office,ORG,30028
Angel,PERSON,30028
Angel,PERSON,30028
Angel,PERSON,30028
Esmeralda,PERSON,30028
Esmeralda,PERSON,30028
Angel,PERSON,30028
Zapata,PERSON,30028
KGNS,ORG,30028
the Zapata Sheriff Department,ORG,30028
Monday,DATE,30028
Tuesday,DATE,30028
the Texas Rangers,ORG,30028
2021,DATE,30028
