subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24537
Washington D.C.,twinned administrative body,Maryland,24537
Alabama,shares border with,Washington D.C.,24537
Arizona,shares border with,Washington D.C.,24537
California,shares border with,Washington D.C.,24537
Illinois,shares border with,Washington D.C.,24537
Missouri,shares border with,Washington D.C.,24537
Nevada,shares border with,Washington D.C.,24537
New Jersey,shares border with,Washington D.C.,24537
New York,shares border with,Washington D.C.,24537
Alabama,shares border with,Washington D.C.,24537
Arizona,shares border with,Washington D.C.,24537
California,shares border with,Washington D.C.,24537
Illinois,shares border with,Washington D.C.,24537
Missouri,shares border with,Washington D.C.,24537
Nevada,shares border with,Washington D.C.,24537
New Jersey,shares border with,Washington D.C.,24537
New Mexico,shares border with,Washington D.C.,24537
