subject,predicate,object,fe_id
Jodi Phillips,spouse,Luis Quintana,15267
Luis Quintana,spouse,Jodi Phillips,15267
Jodi Phillips,spouse,Luis Quintana,15267
Luis Quintana,spouse,Jodi Phillips,15267
Luis Quintana,spouse,Jodi Phillips,15267
Jodi Phillips,spouse,Luis Quintana,15267
Jodi Phillips,spouse,Luis Quintana,15267
Jodi Phillips,spouse,Luis Quintana,15267
Luis Quintana,spouse,Jodi Phillips,15267
Luis Quintana,spouse,Jodi Phillips,15267
Jodi Phillips,spouse,Luis Quintana,15267
Jodi Phillips,spouse,Luis Quintana,15267
