text,label,fe_id
Eugene E. Elder Sr.,PERSON,7965
Taser,GPE,7965
Elder,PERSON,7965
55,DATE,7965
Bay City,GPE,7965
15-year-old,DATE,7965
Brett L. Elder -,PERSON,7965
Saturday night,TIME,7965
early Sunday morning,TIME,7965
Taser,ORG,7965
Bay City,GPE,7965
"Brett ""Dewey"" Elder",ORG,7965
5,CARDINAL,7965
about 140 pounds,QUANTITY,7965
three,CARDINAL,7965
Bay City Police Department,ORG,7965
Cindy Hernden's,PERSON,7965
210,CARDINAL,7965
S. Catherine,PERSON,7965
Hernden,PERSON,7965
40,DATE,7965
Elder,PERSON,7965
Taser,ORG,7965
three,CARDINAL,7965
Bay City,GPE,7965
Thomas P. Pletzke,PERSON,7965
Hernden,PERSON,7965
Brett Elder,PERSON,7965
Taser,ORG,7965
10:30 a.m.,TIME,7965
this morning,TIME,7965
Bay City Hall,FAC,7965
Pletzke,PERSON,7965
Bay City,GPE,7965
Elder,PERSON,7965
Taser,ORG,7965
Bay City,GPE,7965
Taser,ORG,7965
Kanu Virani,PERSON,7965
Brett Elder's,ORG,7965
Monday,DATE,7965
Virani,PERSON,7965
a few weeks,DATE,7965
Brett Elder,ORG,7965
Ambrose Funeral Home,ORG,7965
1200,CARDINAL,7965
Garfield Ave,PERSON,7965
Hernden,PERSON,7965
Brett Elder,ORG,7965
early Sunday morning,TIME,7965
Brett Elder,PERSON,7965
Brett,ORG,7965
3 years old,DATE,7965
September of last year,DATE,7965
Brett,GPE,7965
daily,DATE,7965
Hernden,PERSON,7965
Cindy Hernden,PERSON,7965
six,CARDINAL,7965
the night,TIME,7965
one,CARDINAL,7965
Brett Elder,PERSON,7965
Hernden,PERSON,7965
911,CARDINAL,7965
Brett,PERSON,7965
Hernden,PERSON,7965
Three,CARDINAL,7965
Pletzke,PERSON,7965
Hernden,PERSON,7965
Brett Elder,PERSON,7965
Brett,PERSON,7965
one,CARDINAL,7965
Brett,GPE,7965
Hernden,PERSON,7965
Hernden,PERSON,7965
Brett Elder,PERSON,7965
Taser,ORG,7965
one,CARDINAL,7965
Hernden,PERSON,7965
Hernden,PERSON,7965
Brett Elder,PERSON,7965
Pletzke,PERSON,7965
Taser,GPE,7965
Taser,ORG,7965
Brett Elder,ORG,7965
the Michigan State Police's,ORG,7965
half,CARDINAL,7965
Bay Regional Medical Center,ORG,7965
Sunday,DATE,7965
morning,TIME,7965
Brett Elder,ORG,7965
half,CARDINAL,7965
Eugene Elder Sr.,PERSON,7965
16 today,TIME,7965
recent weeks,DATE,7965
Brett Elder's,PERSON,7965
Dorothy A. Hendrix,PERSON,7965
Bay City,GPE,7965
Brett Elder,PERSON,7965
September,DATE,7965
150 pounds,QUANTITY,7965
Hendrix,WORK_OF_ART,7965
