subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,6006
Washington D.C.,twinned administrative body,Maryland,6006
Alabama,shares border with,Washington D.C.,6006
Arizona,shares border with,Washington D.C.,6006
California,shares border with,Washington D.C.,6006
Illinois,shares border with,Washington D.C.,6006
Missouri,shares border with,Washington D.C.,6006
Nevada,shares border with,Washington D.C.,6006
New Jersey,shares border with,Washington D.C.,6006
New York,shares border with,Washington D.C.,6006
Alabama,shares border with,Washington D.C.,6006
Arizona,shares border with,Washington D.C.,6006
California,shares border with,Washington D.C.,6006
Illinois,shares border with,Washington D.C.,6006
Missouri,shares border with,Washington D.C.,6006
Nevada,shares border with,Washington D.C.,6006
New Jersey,shares border with,Washington D.C.,6006
New Mexico,shares border with,Washington D.C.,6006
