subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,25384
Washington D.C.,twinned administrative body,Maryland,25384
Alabama,shares border with,Washington D.C.,25384
Arizona,shares border with,Washington D.C.,25384
California,shares border with,Washington D.C.,25384
Illinois,shares border with,Washington D.C.,25384
Missouri,shares border with,Washington D.C.,25384
Nevada,shares border with,Washington D.C.,25384
New Jersey,shares border with,Washington D.C.,25384
New York,shares border with,Washington D.C.,25384
Alabama,shares border with,Washington D.C.,25384
Arizona,shares border with,Washington D.C.,25384
California,shares border with,Washington D.C.,25384
Illinois,shares border with,Washington D.C.,25384
Missouri,shares border with,Washington D.C.,25384
Nevada,shares border with,Washington D.C.,25384
New Jersey,shares border with,Washington D.C.,25384
New Mexico,shares border with,Washington D.C.,25384
