subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,25699
Washington D.C.,twinned administrative body,Maryland,25699
Alabama,shares border with,Washington D.C.,25699
Arizona,shares border with,Washington D.C.,25699
California,shares border with,Washington D.C.,25699
Illinois,shares border with,Washington D.C.,25699
Missouri,shares border with,Washington D.C.,25699
Nevada,shares border with,Washington D.C.,25699
New Jersey,shares border with,Washington D.C.,25699
New York,shares border with,Washington D.C.,25699
Alabama,shares border with,Washington D.C.,25699
Arizona,shares border with,Washington D.C.,25699
California,shares border with,Washington D.C.,25699
Illinois,shares border with,Washington D.C.,25699
Missouri,shares border with,Washington D.C.,25699
Nevada,shares border with,Washington D.C.,25699
New Jersey,shares border with,Washington D.C.,25699
New Mexico,shares border with,Washington D.C.,25699
