subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,25471
Washington D.C.,twinned administrative body,Maryland,25471
Alabama,shares border with,Washington D.C.,25471
Arizona,shares border with,Washington D.C.,25471
California,shares border with,Washington D.C.,25471
Illinois,shares border with,Washington D.C.,25471
Missouri,shares border with,Washington D.C.,25471
Nevada,shares border with,Washington D.C.,25471
New Jersey,shares border with,Washington D.C.,25471
New York,shares border with,Washington D.C.,25471
Alabama,shares border with,Washington D.C.,25471
Arizona,shares border with,Washington D.C.,25471
California,shares border with,Washington D.C.,25471
Illinois,shares border with,Washington D.C.,25471
Missouri,shares border with,Washington D.C.,25471
Nevada,shares border with,Washington D.C.,25471
New Jersey,shares border with,Washington D.C.,25471
New Mexico,shares border with,Washington D.C.,25471
