subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,28551
Washington D.C.,twinned administrative body,Maryland,28551
Alabama,shares border with,Washington D.C.,28551
Arizona,shares border with,Washington D.C.,28551
California,shares border with,Washington D.C.,28551
Illinois,shares border with,Washington D.C.,28551
Missouri,shares border with,Washington D.C.,28551
Nevada,shares border with,Washington D.C.,28551
New Jersey,shares border with,Washington D.C.,28551
New York,shares border with,Washington D.C.,28551
Alabama,shares border with,Washington D.C.,28551
Arizona,shares border with,Washington D.C.,28551
California,shares border with,Washington D.C.,28551
Illinois,shares border with,Washington D.C.,28551
Missouri,shares border with,Washington D.C.,28551
Nevada,shares border with,Washington D.C.,28551
New Jersey,shares border with,Washington D.C.,28551
New Mexico,shares border with,Washington D.C.,28551
