subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,17871
Washington D.C.,twinned administrative body,Maryland,17871
Alabama,shares border with,Washington D.C.,17871
Arizona,shares border with,Washington D.C.,17871
California,shares border with,Washington D.C.,17871
Illinois,shares border with,Washington D.C.,17871
Missouri,shares border with,Washington D.C.,17871
Nevada,shares border with,Washington D.C.,17871
New Jersey,shares border with,Washington D.C.,17871
New York,shares border with,Washington D.C.,17871
Alabama,shares border with,Washington D.C.,17871
Arizona,shares border with,Washington D.C.,17871
California,shares border with,Washington D.C.,17871
Illinois,shares border with,Washington D.C.,17871
Missouri,shares border with,Washington D.C.,17871
Nevada,shares border with,Washington D.C.,17871
New Jersey,shares border with,Washington D.C.,17871
New Mexico,shares border with,Washington D.C.,17871
