subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,30730
Washington D.C.,twinned administrative body,Maryland,30730
Alabama,shares border with,Washington D.C.,30730
Arizona,shares border with,Washington D.C.,30730
California,shares border with,Washington D.C.,30730
Illinois,shares border with,Washington D.C.,30730
Missouri,shares border with,Washington D.C.,30730
Nevada,shares border with,Washington D.C.,30730
New Jersey,shares border with,Washington D.C.,30730
New York,shares border with,Washington D.C.,30730
Alabama,shares border with,Washington D.C.,30730
Arizona,shares border with,Washington D.C.,30730
California,shares border with,Washington D.C.,30730
Illinois,shares border with,Washington D.C.,30730
Missouri,shares border with,Washington D.C.,30730
Nevada,shares border with,Washington D.C.,30730
New Jersey,shares border with,Washington D.C.,30730
New Mexico,shares border with,Washington D.C.,30730
