text,label,fe_id
Rotten Robbie,PERSON,25397
Santa Clara,GPE,25397
Rotten Robbie,FAC,25397
SANTA CLARA,GPE,25397
Calif.,GPE,25397
KGO,ORG,25397
Santa Clara,GPE,25397
Rotten Robbie,PERSON,25397
Saturday,DATE,25397
Rotten Robbie,PERSON,25397
Cupertino,GPE,25397
Santa Clara,GPE,25397
hours later,TIME,25397
Around 5:45 a.m.,TIME,25397
Santa Clara,GPE,25397
Lafayette Street,FAC,25397
Aldo Avenue,FAC,25397
Santa Clara,GPE,25397
Witness Arnold Sanchez,PERSON,25397
Standoff,PERSON,25397
Fresno State,GPE,25397
911,CARDINAL,25397
only seconds,TIME,25397
Wahid Kazem,PERSON,25397
Santa Clara Police Department,ORG,25397
late Saturday,DATE,25397
55-year-old,DATE,25397
San Jose,GPE,25397
Kazem,PERSON,25397
SJPD,ORG,25397
Kazem,PERSON,25397
around a dozen,CARDINAL,25397
Santa Clara County Coroner's,GPE,25397
