subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,30819
Washington D.C.,twinned administrative body,Maryland,30819
Alabama,shares border with,Washington D.C.,30819
Arizona,shares border with,Washington D.C.,30819
California,shares border with,Washington D.C.,30819
Illinois,shares border with,Washington D.C.,30819
Missouri,shares border with,Washington D.C.,30819
Nevada,shares border with,Washington D.C.,30819
New Jersey,shares border with,Washington D.C.,30819
New York,shares border with,Washington D.C.,30819
Alabama,shares border with,Washington D.C.,30819
Arizona,shares border with,Washington D.C.,30819
California,shares border with,Washington D.C.,30819
Illinois,shares border with,Washington D.C.,30819
Missouri,shares border with,Washington D.C.,30819
Nevada,shares border with,Washington D.C.,30819
New Jersey,shares border with,Washington D.C.,30819
New Mexico,shares border with,Washington D.C.,30819
