text,label,fe_id
BUSHWICK,ORG,30576
Brooklyn,GPE,30576
Brooklyn,GPE,30576
Thursday,DATE,30576
night,TIME,30576
NYPD,ORG,30576
around 10:30 p.m.,TIME,30576
Thursday,DATE,30576
Patrol Juanita Holmes,FAC,30576
early Friday,DATE,30576
morning,TIME,30576
Halsey Street,FAC,30576
Wilson Avenue,FAC,30576
Bushwick,GPE,30576
tonight,TIME,30576
@NYPDnews,NORP,30576
"July 9, 2021",DATE,30576
Halsey Street,FAC,30576
Holmes,PERSON,30576
three,CARDINAL,30576
Wilson Avenue,FAC,30576
Holmes,PERSON,30576
Holmes,PERSON,30576
Wilson Avenue,FAC,30576
Holmes,PERSON,30576
three,CARDINAL,30576
three,CARDINAL,30576
Halsey Street,FAC,30576
Holmes,PERSON,30576
late Thursday,DATE,30576
four,CARDINAL,30576
at least two,CARDINAL,30576
EMS,ORG,30576
one,CARDINAL,30576
NYPD,ORG,30576
NYPD,ORG,30576
late Thursday,DATE,30576
Halsey Street,FAC,30576
Wilson Avenue,FAC,30576
NYPD NEWS (@NYPDnews,ORG,30576
"July 9, 2021

",DATE,30576
late Thursday night,TIME,30576
