subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,8325
Washington D.C.,twinned administrative body,Maryland,8325
Alabama,shares border with,Washington D.C.,8325
Arizona,shares border with,Washington D.C.,8325
California,shares border with,Washington D.C.,8325
Illinois,shares border with,Washington D.C.,8325
Missouri,shares border with,Washington D.C.,8325
Nevada,shares border with,Washington D.C.,8325
New Jersey,shares border with,Washington D.C.,8325
New York,shares border with,Washington D.C.,8325
Alabama,shares border with,Washington D.C.,8325
Arizona,shares border with,Washington D.C.,8325
California,shares border with,Washington D.C.,8325
Illinois,shares border with,Washington D.C.,8325
Missouri,shares border with,Washington D.C.,8325
Nevada,shares border with,Washington D.C.,8325
New Jersey,shares border with,Washington D.C.,8325
New Mexico,shares border with,Washington D.C.,8325
