subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,20678
Washington D.C.,twinned administrative body,Maryland,20678
Alabama,shares border with,Washington D.C.,20678
Arizona,shares border with,Washington D.C.,20678
California,shares border with,Washington D.C.,20678
Illinois,shares border with,Washington D.C.,20678
Missouri,shares border with,Washington D.C.,20678
Nevada,shares border with,Washington D.C.,20678
New Jersey,shares border with,Washington D.C.,20678
New York,shares border with,Washington D.C.,20678
Alabama,shares border with,Washington D.C.,20678
Arizona,shares border with,Washington D.C.,20678
California,shares border with,Washington D.C.,20678
Illinois,shares border with,Washington D.C.,20678
Missouri,shares border with,Washington D.C.,20678
Nevada,shares border with,Washington D.C.,20678
New Jersey,shares border with,Washington D.C.,20678
New Mexico,shares border with,Washington D.C.,20678
