subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,18033
Washington D.C.,twinned administrative body,Maryland,18033
Alabama,shares border with,Washington D.C.,18033
Arizona,shares border with,Washington D.C.,18033
California,shares border with,Washington D.C.,18033
Illinois,shares border with,Washington D.C.,18033
Missouri,shares border with,Washington D.C.,18033
Nevada,shares border with,Washington D.C.,18033
New Jersey,shares border with,Washington D.C.,18033
New York,shares border with,Washington D.C.,18033
Alabama,shares border with,Washington D.C.,18033
Arizona,shares border with,Washington D.C.,18033
California,shares border with,Washington D.C.,18033
Illinois,shares border with,Washington D.C.,18033
Missouri,shares border with,Washington D.C.,18033
Nevada,shares border with,Washington D.C.,18033
New Jersey,shares border with,Washington D.C.,18033
New Mexico,shares border with,Washington D.C.,18033
