subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,12438
Washington D.C.,twinned administrative body,Maryland,12438
Alabama,shares border with,Washington D.C.,12438
Arizona,shares border with,Washington D.C.,12438
California,shares border with,Washington D.C.,12438
Illinois,shares border with,Washington D.C.,12438
Missouri,shares border with,Washington D.C.,12438
Nevada,shares border with,Washington D.C.,12438
New Jersey,shares border with,Washington D.C.,12438
New York,shares border with,Washington D.C.,12438
Alabama,shares border with,Washington D.C.,12438
Arizona,shares border with,Washington D.C.,12438
California,shares border with,Washington D.C.,12438
Illinois,shares border with,Washington D.C.,12438
Missouri,shares border with,Washington D.C.,12438
Nevada,shares border with,Washington D.C.,12438
New Jersey,shares border with,Washington D.C.,12438
New Mexico,shares border with,Washington D.C.,12438
