subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,20711
Washington D.C.,twinned administrative body,Maryland,20711
Alabama,shares border with,Washington D.C.,20711
Arizona,shares border with,Washington D.C.,20711
California,shares border with,Washington D.C.,20711
Illinois,shares border with,Washington D.C.,20711
Missouri,shares border with,Washington D.C.,20711
Nevada,shares border with,Washington D.C.,20711
New Jersey,shares border with,Washington D.C.,20711
New York,shares border with,Washington D.C.,20711
Alabama,shares border with,Washington D.C.,20711
Arizona,shares border with,Washington D.C.,20711
California,shares border with,Washington D.C.,20711
Illinois,shares border with,Washington D.C.,20711
Missouri,shares border with,Washington D.C.,20711
Nevada,shares border with,Washington D.C.,20711
New Jersey,shares border with,Washington D.C.,20711
New Mexico,shares border with,Washington D.C.,20711
