subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,28066
Washington D.C.,twinned administrative body,Maryland,28066
Alabama,shares border with,Washington D.C.,28066
Arizona,shares border with,Washington D.C.,28066
California,shares border with,Washington D.C.,28066
Illinois,shares border with,Washington D.C.,28066
Missouri,shares border with,Washington D.C.,28066
Nevada,shares border with,Washington D.C.,28066
New Jersey,shares border with,Washington D.C.,28066
New York,shares border with,Washington D.C.,28066
Alabama,shares border with,Washington D.C.,28066
Arizona,shares border with,Washington D.C.,28066
California,shares border with,Washington D.C.,28066
Illinois,shares border with,Washington D.C.,28066
Missouri,shares border with,Washington D.C.,28066
Nevada,shares border with,Washington D.C.,28066
New Jersey,shares border with,Washington D.C.,28066
New Mexico,shares border with,Washington D.C.,28066
