subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,28021
Washington D.C.,twinned administrative body,Maryland,28021
Alabama,shares border with,Washington D.C.,28021
Arizona,shares border with,Washington D.C.,28021
California,shares border with,Washington D.C.,28021
Illinois,shares border with,Washington D.C.,28021
Missouri,shares border with,Washington D.C.,28021
Nevada,shares border with,Washington D.C.,28021
New Jersey,shares border with,Washington D.C.,28021
New York,shares border with,Washington D.C.,28021
Alabama,shares border with,Washington D.C.,28021
Arizona,shares border with,Washington D.C.,28021
California,shares border with,Washington D.C.,28021
Illinois,shares border with,Washington D.C.,28021
Missouri,shares border with,Washington D.C.,28021
Nevada,shares border with,Washington D.C.,28021
New Jersey,shares border with,Washington D.C.,28021
New Mexico,shares border with,Washington D.C.,28021
