subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23102
Washington D.C.,twinned administrative body,Maryland,23102
Alabama,shares border with,Washington D.C.,23102
Arizona,shares border with,Washington D.C.,23102
California,shares border with,Washington D.C.,23102
Illinois,shares border with,Washington D.C.,23102
Missouri,shares border with,Washington D.C.,23102
Nevada,shares border with,Washington D.C.,23102
New Jersey,shares border with,Washington D.C.,23102
New York,shares border with,Washington D.C.,23102
Alabama,shares border with,Washington D.C.,23102
Arizona,shares border with,Washington D.C.,23102
California,shares border with,Washington D.C.,23102
Illinois,shares border with,Washington D.C.,23102
Missouri,shares border with,Washington D.C.,23102
Nevada,shares border with,Washington D.C.,23102
New Jersey,shares border with,Washington D.C.,23102
New Mexico,shares border with,Washington D.C.,23102
