subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,16723
Washington D.C.,twinned administrative body,Maryland,16723
Alabama,shares border with,Washington D.C.,16723
Arizona,shares border with,Washington D.C.,16723
California,shares border with,Washington D.C.,16723
Illinois,shares border with,Washington D.C.,16723
Missouri,shares border with,Washington D.C.,16723
Nevada,shares border with,Washington D.C.,16723
New Jersey,shares border with,Washington D.C.,16723
New York,shares border with,Washington D.C.,16723
Alabama,shares border with,Washington D.C.,16723
Arizona,shares border with,Washington D.C.,16723
California,shares border with,Washington D.C.,16723
Illinois,shares border with,Washington D.C.,16723
Missouri,shares border with,Washington D.C.,16723
Nevada,shares border with,Washington D.C.,16723
New Jersey,shares border with,Washington D.C.,16723
New Mexico,shares border with,Washington D.C.,16723
