text,label,fe_id
Los Angeles,GPE,24453
March 27,DATE,24453
Shabani,PERSON,24453
Thursday,DATE,24453
Southern California,LOC,24453
a month,DATE,24453
Christopher Spotz,PERSON,24453
33,DATE,24453
North Hollywood,GPE,24453
Hesperia,GPE,24453
Corona,GPE,24453
the Riverside County Coroner’s Office,FAC,24453
Los Angeles TV,GPE,24453
NBC4,ORG,24453
Spotz,GPE,24453
Adea Shabani,PERSON,24453
25-year-old,DATE,24453
Feb. 23,DATE,24453
Hollywood,GPE,24453
Los Angeles,GPE,24453
Shabani,PERSON,24453
Thursday,DATE,24453
San Bernardino County,GPE,24453
Spotz,ORG,24453
Los Angeles County,GPE,24453
California Highway Patrol,FAC,24453
Shabani,PERSON,24453
Macedonia,GPE,24453
Los Angeles,GPE,24453
two years,DATE,24453
the Stella Adler Academy of Acting,ORG,24453
Theatre,ORG,24453
Spotz,LOC,24453
