subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,7488
Washington D.C.,twinned administrative body,Maryland,7488
Alabama,shares border with,Washington D.C.,7488
Arizona,shares border with,Washington D.C.,7488
California,shares border with,Washington D.C.,7488
Illinois,shares border with,Washington D.C.,7488
Missouri,shares border with,Washington D.C.,7488
Nevada,shares border with,Washington D.C.,7488
New Jersey,shares border with,Washington D.C.,7488
New York,shares border with,Washington D.C.,7488
Alabama,shares border with,Washington D.C.,7488
Arizona,shares border with,Washington D.C.,7488
California,shares border with,Washington D.C.,7488
Illinois,shares border with,Washington D.C.,7488
Missouri,shares border with,Washington D.C.,7488
Nevada,shares border with,Washington D.C.,7488
New Jersey,shares border with,Washington D.C.,7488
New Mexico,shares border with,Washington D.C.,7488
