subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,4001
Washington D.C.,twinned administrative body,Maryland,4001
Alabama,shares border with,Washington D.C.,4001
Arizona,shares border with,Washington D.C.,4001
California,shares border with,Washington D.C.,4001
Illinois,shares border with,Washington D.C.,4001
Missouri,shares border with,Washington D.C.,4001
Nevada,shares border with,Washington D.C.,4001
New Jersey,shares border with,Washington D.C.,4001
New York,shares border with,Washington D.C.,4001
Alabama,shares border with,Washington D.C.,4001
Arizona,shares border with,Washington D.C.,4001
California,shares border with,Washington D.C.,4001
Illinois,shares border with,Washington D.C.,4001
Missouri,shares border with,Washington D.C.,4001
Nevada,shares border with,Washington D.C.,4001
New Jersey,shares border with,Washington D.C.,4001
New Mexico,shares border with,Washington D.C.,4001
