text,label,fe_id
HEBBRONVILLE,PERSON,12538
March 29,DATE,12538
2013)—Authorities Friday,DATE,12538
Central Texas,LOC,12538
U.S. Border Patrol,ORG,12538
earlier this month,DATE,12538
Waco,GPE,12538
Matthew Simmons,PERSON,12538
27,DATE,12538
Bosque County,GPE,12538
March 21,DATE,12538
three,CARDINAL,12538
Corpus Christi,PRODUCT,12538
USBP,ORG,12538
Friday,DATE,12538
U.S. Border Patrol,ORG,12538
Efrain Perez,PERSON,12538
March 21,DATE,12538
Chihuahua Road,PERSON,12538
Hebbronville,GPE,12538
Perez,PERSON,12538
2010,DATE,12538
Honda,ORG,12538
Civic,PRODUCT,12538
Simmons,PERSON,12538
One,CARDINAL,12538
Waco,GPE,12538
Perez,PERSON,12538
Simmons,PERSON,12538
three,CARDINAL,12538
one,CARDINAL,12538
http://www.kwtx.com/ourtown/communities/waco/headlines/Local-Man-Killed-In-South-Texas-Shootout-Identified-200628501.html,GPE,12538
27.306706,CARDINAL,12538
