text,label,fe_id
9:15 a.m.,TIME,20714
Sparta,GPE,20714
Sunday,DATE,20714
9533,DATE,20714
Sparta,GPE,20714
Thomas W. Tauscher,PERSON,20714
58,DATE,20714
the Monroe County Sheriff's Department,ORG,20714
the Monroe County Sheriff's Department,ORG,20714
Sunday,DATE,20714
Sparta,GPE,20714
the Monroe County Sheriff's Department,ORG,20714
Monroe County,GPE,20714
about 1:15 p.m.,TIME,20714
9533,DATE,20714
Idell Ave,EVENT,20714
Sparta,GPE,20714
second,ORDINAL,20714
the Monroe County Sheriff's Department,ORG,20714
the Sparta Rural Fire Department,ORG,20714
Wisconsin State Patrol,ORG,20714
the Sparta Police Department,ORG,20714
the La Crosse County Sheriff's,FAC,20714
