subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14569
Washington D.C.,twinned administrative body,Maryland,14569
Alabama,shares border with,Washington D.C.,14569
Arizona,shares border with,Washington D.C.,14569
California,shares border with,Washington D.C.,14569
Illinois,shares border with,Washington D.C.,14569
Missouri,shares border with,Washington D.C.,14569
Nevada,shares border with,Washington D.C.,14569
New Jersey,shares border with,Washington D.C.,14569
New York,shares border with,Washington D.C.,14569
Alabama,shares border with,Washington D.C.,14569
Arizona,shares border with,Washington D.C.,14569
California,shares border with,Washington D.C.,14569
Illinois,shares border with,Washington D.C.,14569
Missouri,shares border with,Washington D.C.,14569
Nevada,shares border with,Washington D.C.,14569
New Jersey,shares border with,Washington D.C.,14569
New Mexico,shares border with,Washington D.C.,14569
