subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14884
Washington D.C.,twinned administrative body,Maryland,14884
Alabama,shares border with,Washington D.C.,14884
Arizona,shares border with,Washington D.C.,14884
California,shares border with,Washington D.C.,14884
Illinois,shares border with,Washington D.C.,14884
Missouri,shares border with,Washington D.C.,14884
Nevada,shares border with,Washington D.C.,14884
New Jersey,shares border with,Washington D.C.,14884
New York,shares border with,Washington D.C.,14884
Alabama,shares border with,Washington D.C.,14884
Arizona,shares border with,Washington D.C.,14884
California,shares border with,Washington D.C.,14884
Illinois,shares border with,Washington D.C.,14884
Missouri,shares border with,Washington D.C.,14884
Nevada,shares border with,Washington D.C.,14884
New Jersey,shares border with,Washington D.C.,14884
New Mexico,shares border with,Washington D.C.,14884
