text,label,fe_id
Great Falls,FAC,24735
Sunday evening,TIME,24735
Charles A. Marcotte,PERSON,24735
R.J. Brown,ORG,24735
four,CARDINAL,24735
the Highwoods Mobile Home Park,ORG,24735
6:48 p.m.,TIME,24735
911,CARDINAL,24735
Great Falls,PERSON,24735
10:12 p.m.,TIME,24735
This evening,TIME,24735
"Sunday, August 19, 2018",DATE,24735
Monday afternoon,TIME,24735
the 911 Dispatch Center,ORG,24735
The Dispatch Center,ORG,24735
6:48 p.m.,TIME,24735
at least two,CARDINAL,24735
more than 30 minutes,TIME,24735
7:30,TIME,24735
24/7,CARDINAL,24735
Sobriety,ORG,24735
about 10 years,DATE,24735
24/7,CARDINAL,24735
7:34,TIME,24735
7:35,TIME,24735
US,GPE,24735
several seconds,TIME,24735
Aaron Christensen,PERSON,24735
Great Falls,WORK_OF_ART,24735
David Bowen,PERSON,24735
the Montana Department of Justice Division of Criminal Investigation,ORG,24735
one,CARDINAL,24735
two,CARDINAL,24735
the Montana Highway Patrol,ORG,24735
four,CARDINAL,24735
Great Falls,WORK_OF_ART,24735
the last 18 months,DATE,24735
April 2017,DATE,24735
September 2017,DATE,24735
Jordan Addison,PERSON,24735
GFPD,ORG,24735
December 2017,DATE,24735
Stacy Micheletti,PERSON,24735
Margaret DeMarco,PERSON,24735
MTN News,ORG,24735
