subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,13018
Washington D.C.,twinned administrative body,Maryland,13018
Alabama,shares border with,Washington D.C.,13018
Arizona,shares border with,Washington D.C.,13018
California,shares border with,Washington D.C.,13018
Illinois,shares border with,Washington D.C.,13018
Missouri,shares border with,Washington D.C.,13018
Nevada,shares border with,Washington D.C.,13018
New Jersey,shares border with,Washington D.C.,13018
New York,shares border with,Washington D.C.,13018
Alabama,shares border with,Washington D.C.,13018
Arizona,shares border with,Washington D.C.,13018
California,shares border with,Washington D.C.,13018
Illinois,shares border with,Washington D.C.,13018
Missouri,shares border with,Washington D.C.,13018
Nevada,shares border with,Washington D.C.,13018
New Jersey,shares border with,Washington D.C.,13018
New Mexico,shares border with,Washington D.C.,13018
