subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,55
Washington D.C.,twinned administrative body,Maryland,55
Alabama,shares border with,Washington D.C.,55
Arizona,shares border with,Washington D.C.,55
California,shares border with,Washington D.C.,55
Illinois,shares border with,Washington D.C.,55
Missouri,shares border with,Washington D.C.,55
Nevada,shares border with,Washington D.C.,55
New Jersey,shares border with,Washington D.C.,55
New York,shares border with,Washington D.C.,55
Alabama,shares border with,Washington D.C.,55
Arizona,shares border with,Washington D.C.,55
California,shares border with,Washington D.C.,55
Illinois,shares border with,Washington D.C.,55
Missouri,shares border with,Washington D.C.,55
Nevada,shares border with,Washington D.C.,55
New Jersey,shares border with,Washington D.C.,55
New Mexico,shares border with,Washington D.C.,55
