subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24795
Washington D.C.,twinned administrative body,Maryland,24795
Alabama,shares border with,Washington D.C.,24795
Arizona,shares border with,Washington D.C.,24795
California,shares border with,Washington D.C.,24795
Illinois,shares border with,Washington D.C.,24795
Missouri,shares border with,Washington D.C.,24795
Nevada,shares border with,Washington D.C.,24795
New Jersey,shares border with,Washington D.C.,24795
New York,shares border with,Washington D.C.,24795
Alabama,shares border with,Washington D.C.,24795
Arizona,shares border with,Washington D.C.,24795
California,shares border with,Washington D.C.,24795
Illinois,shares border with,Washington D.C.,24795
Missouri,shares border with,Washington D.C.,24795
Nevada,shares border with,Washington D.C.,24795
New Jersey,shares border with,Washington D.C.,24795
New Mexico,shares border with,Washington D.C.,24795
